-0.176322	0.892310	-0.155690	0.706132	0.346757	0.531774	0.452096	1.433151	-0.095372	1.617908
-0.283315	0.064005	-0.411256	0.811325	0.288290	0.557572	0.526054	1.705788	0.014691	2.080515
0.001644	-0.024468	-0.234778	0.368341	0.424293	0.266876	0.210414	0.315201	-0.118781	-0.176358
-0.216000	-0.000601	-0.755394	-0.057073	0.374190	0.488082	0.762560	1.284248	0.010227	1.453956
-0.105167	-0.069765	-0.437327	-0.201772	-0.224358	0.659781	0.421808	0.549398	0.086352	0.696170
-0.134266	-0.064336	-0.456728	-0.179598	-0.297988	-0.064618	0.489100	0.915810	0.295847	0.718955
-0.087220	-0.082851	-0.235709	-0.151221	-0.217983	-0.189339	-0.020990	0.421334	0.241771	0.404942
-0.351243	-0.021330	-0.961696	0.036945	-0.132338	0.267349	0.381069	1.493327	0.670253	2.602586
0.108702	-0.051050	0.266469	-0.082561	-0.037985	-0.242191	-0.328187	-0.804960	0.039243	-0.597918
-0.389380	-0.030173	-0.936172	0.087531	-0.106452	0.347243	0.545720	1.447149	0.182190	2.701574
