0.328525	0.951143	-0.016406	1.599390	0.867545	0.688381	-0.026133	0.636292	1.381622	1.881631
0.363155	0.352087	0.283277	1.742052	1.056606	0.570230	0.060392	0.772400	1.485663	1.749455
0.093368	0.050009	-0.389617	0.719949	0.389202	0.314127	0.104713	0.271513	0.494326	0.480124
0.356854	0.369961	-0.601798	0.969362	1.190458	0.872296	0.135609	1.157470	1.752314	2.341355
0.208345	0.179794	-0.399162	0.417809	0.020274	0.839365	0.170160	0.902258	1.088177	1.233595
0.158250	0.121512	-0.257485	0.203852	-0.095696	-0.112712	0.420808	0.717479	0.784495	0.860050
-0.123272	-0.212757	-0.059190	-0.550859	-0.494232	-0.473282	-0.331536	0.188241	-0.029991	-0.559562
-0.094714	-0.177301	-0.178755	-0.268698	-0.320836	-0.300409	-0.279440	-0.135389	0.526801	0.264570
-0.020033	-0.060351	-0.235076	0.126152	-0.071062	-0.075735	-0.192163	0.112839	0.609784	1.241256
0.078315	0.063781	-0.270609	0.436454	0.160756	0.146627	-0.084515	0.433979	0.811905	1.565125
