-0.381918	0.618523	1.114381	0.000360	0.518887	0.066482	0.401381	0.194751	1.061503	-0.191595
-0.408903	-0.207853	1.048030	0.126661	0.668726	0.134248	0.822609	0.437061	1.130424	0.271741
-0.752872	-0.240370	1.018934	0.166525	1.103145	0.270327	1.598649	1.117842	2.903646	1.141884
-0.126054	-0.128776	0.014743	-0.397846	0.667994	0.303402	0.386717	0.299684	0.353627	0.061418
-0.415987	-0.195561	0.429694	-0.500523	0.090594	0.333583	0.913015	0.824385	1.626318	0.576824
-0.093237	-0.139689	-0.173089	-0.320330	-0.306037	-0.324636	0.518688	0.447442	0.206014	-0.070637
-0.392930	-0.201874	0.296541	-0.471358	0.059617	-0.298357	0.254347	0.961952	1.546254	0.818036
-0.127925	-0.098317	0.003828	-0.221282	-0.051038	-0.197206	-0.111187	-0.078095	0.568187	0.430131
-0.670203	-0.183847	0.924802	-0.517302	0.622275	-0.138460	1.038885	0.833156	2.447007	1.764327
0.054891	0.049698	-0.006737	-0.066479	-0.028839	-0.064159	-0.065086	-0.096574	-0.229085	0.337940
