0.756377	-0.361490	2.020519	0.784320	1.932205	0.819419	0.290198	0.977187	1.471494	1.088595
-0.078746	-0.285056	0.523618	0.286553	0.368011	0.043181	0.035034	-0.116949	-0.263255	-0.509151
0.714876	-1.170892	1.275386	0.706550	2.110811	0.937093	0.615694	1.152345	1.643102	1.443802
0.260376	-0.558427	0.401862	-0.086856	1.007377	0.446826	0.158094	0.617203	0.716074	0.616681
0.669620	-0.943791	1.136761	0.156014	1.240767	1.032975	0.753349	1.016298	1.888319	1.399988
0.317310	-0.448819	0.460166	0.002275	0.362423	0.098555	0.492563	0.737209	1.016375	0.782992
-0.049617	-0.018390	-0.173082	-0.163334	-0.345587	-0.330115	-0.226504	0.370293	0.274628	0.084836
-0.036488	-0.109747	-0.080334	-0.131510	-0.199879	-0.232098	-0.288561	-0.002865	0.542944	0.411746
0.112525	-0.273665	0.243207	0.000847	0.177401	0.002146	-0.104742	0.042278	0.612082	0.917840
-0.072270	0.023533	-0.134599	-0.078205	-0.234446	-0.182150	-0.159536	-0.161697	-0.221835	0.381706
