0.256600	0.472181	0.524829	0.718106	0.270815	0.378330	0.461679	-0.052170	-0.443132	0.069178
-0.757848	0.362321	0.631474	1.282407	0.314639	0.782066	0.926197	0.310877	-0.298753	0.578407
-0.602493	-0.199875	0.412081	1.100394	0.376620	0.652680	0.834690	0.417784	-0.029484	0.509018
-1.437168	-0.324780	-0.147979	2.258000	0.722076	1.274995	2.092389	1.509650	0.213799	2.339544
-0.347605	-0.167654	-0.194973	0.208127	0.346821	0.689712	0.562259	0.571208	0.061093	0.554905
-0.610505	-0.136885	-0.058040	0.665850	-0.131998	0.785199	1.098267	0.705390	0.312016	1.075416
-0.923870	-0.111875	0.064108	1.239894	0.019891	0.536098	1.610661	1.152294	0.428165	1.999598
-0.352406	0.000344	0.061304	0.528488	-0.031125	0.192281	0.331360	0.672364	0.432582	1.157371
0.508903	0.132123	0.020717	-0.704810	-0.216322	-0.497896	-0.864524	-0.736646	0.257468	-0.381143
-0.434091	0.009140	0.126193	0.652912	0.088455	0.379432	0.560756	0.275128	-0.044512	1.296867
