1.160577	1.617357	0.917389	1.079335	1.686646	0.781140	0.852582	0.748303	0.702211	1.533563
1.131345	0.754552	1.020956	1.083541	1.885908	0.860708	0.877553	0.687344	0.479483	1.540558
0.657565	0.369101	0.073859	0.783306	1.221747	0.542043	0.632942	0.484082	0.556838	0.850078
0.676716	0.401795	0.106490	0.210326	1.136530	0.694645	0.746688	0.666057	0.542149	0.870342
1.058730	0.674239	0.346798	0.482028	0.969411	1.030714	0.962530	1.047512	0.942115	1.469459
0.325419	0.101455	0.056973	0.031418	0.072654	-0.192874	0.406114	0.667496	0.365401	0.741708
0.245382	0.018262	0.031501	-0.028028	-0.049512	-0.215432	-0.133974	0.706095	0.655765	0.571788
-0.194735	-0.306477	-0.165258	-0.270072	-0.499673	-0.444098	-0.444342	-0.256003	0.487371	0.247399
-0.370963	-0.372409	-0.244379	-0.361386	-0.614172	-0.407802	-0.430290	-0.436096	-0.102486	-0.031566
-0.077479	-0.158117	-0.135375	-0.131534	-0.189421	-0.222371	-0.182469	-0.130627	-0.041889	0.537750
