0.018431	0.900788	0.739331	1.459736	1.062530	-0.036078	0.474487	0.907770	0.611805	0.303273
0.042004	0.285734	0.831800	1.755865	1.156082	-0.022131	0.607677	0.970421	1.031082	0.532594
-0.021415	0.132580	-0.073241	1.265479	1.079679	0.075141	0.613859	0.799907	0.518266	0.360733
0.213101	0.642195	0.301732	1.541716	2.033327	0.055328	1.203047	1.813818	1.733142	1.217187
0.284912	0.549214	0.241674	1.188387	0.886265	0.260242	1.201766	1.597984	1.418276	0.993572
-0.037318	-0.174901	-0.241039	-0.541819	-0.547501	-0.372652	0.111368	0.187354	-0.188066	-0.118122
-0.022076	-0.044467	-0.110035	-0.142215	-0.275461	-0.373898	-0.281831	0.422331	0.507792	0.304642
0.080090	0.177155	0.062531	0.350825	0.202877	-0.305356	0.026733	0.321417	1.033095	0.745527
0.050840	0.074821	0.002786	0.086060	-0.054184	-0.215359	-0.081813	0.012210	0.150857	0.603863
0.004818	-0.168963	-0.175956	-0.486559	-0.504214	-0.146090	-0.334331	-0.473625	-0.535222	0.260145
