0.251569	0.462923	0.514538	0.704026	0.265505	0.370912	0.452627	-0.051147	-0.434443	0.067821
-0.742988	0.355217	0.619092	1.257261	0.308469	0.766731	0.908036	0.304781	-0.292895	0.567066
-0.590680	-0.195956	0.404001	1.078818	0.369236	0.639882	0.818323	0.409592	-0.028906	0.499038
-1.408988	-0.318412	-0.145078	2.213726	0.707918	1.249995	2.051362	1.480049	0.209607	2.293671
-0.340789	-0.164366	-0.191150	0.204046	0.340021	0.676188	0.551234	0.560008	0.059895	0.544024
-0.598534	-0.134201	-0.056902	0.652794	-0.129410	0.769803	1.076733	0.691559	0.305898	1.054329
-0.905755	-0.109681	0.062851	1.215582	0.019501	0.525586	1.579079	1.129700	0.419770	1.960390
-0.345496	0.000337	0.060102	0.518126	-0.030515	0.188511	0.324863	0.659180	0.424100	1.134677
0.498924	0.129532	0.020311	-0.690991	-0.212081	-0.488133	-0.847573	-0.722202	0.252420	-0.373669
-0.425580	0.008961	0.123718	0.640110	0.086720	0.371992	0.549760	0.269733	-0.043639	1.271438
