0.993832	0.433044	1.289013	1.201492	0.719293	2.521317	0.773733	0.677286	1.839786	1.195556
0.362133	-0.218494	0.738908	0.800376	0.458201	0.948982	0.231253	0.307059	0.667709	0.233015
0.569441	-0.332029	0.359989	0.914092	0.435568	1.840234	0.580855	0.523397	1.458766	0.812352
0.408458	-0.285541	0.157310	0.129797	0.562121	1.438359	0.614012	0.556014	1.021728	0.624159
0.166483	-0.208019	-0.006238	-0.128652	-0.158132	0.929437	0.438332	0.358095	0.551696	0.400669
0.743416	-0.264197	0.492053	0.407293	0.042467	1.728560	0.965100	1.196658	2.255481	1.334757
0.188850	-0.068558	0.048980	-0.024423	-0.141709	0.141328	0.060087	0.407945	0.763015	0.624047
-0.014787	-0.051042	-0.088464	-0.154720	-0.155326	-0.270794	-0.289341	0.042186	0.290145	0.330851
0.269637	-0.108356	0.154110	0.121061	-0.006112	0.521460	0.051484	0.097786	0.965726	1.013123
-0.067764	-0.036301	-0.093700	-0.113569	-0.096209	-0.303330	-0.222748	-0.193771	-0.340569	0.388765
