X1	X2	Colors
1	-0.335467047065564	0.102235638179093	red
2	0.671854180794949	0.787542430583787	green
3	1.91690032289261	-0.909648739038396	green
4	-0.582359432991493	0.632418469789369	red
5	-0.329231896660673	0.927994003174767	red
6	-0.984695346615275	-0.0510385551171024	red
7	-0.520880129353124	-0.513199165056229	red
8	-0.371719714248278	-0.155616389580535	red
9	-0.289211322827175	0.246015648044419	red
10	0.165635685835116	-0.642558763025519	red
11	-3.04003394849439	1.47893106826780	green
12	1.31023136809485	1.22036518304027	green
13	-1.23343650016477	-0.472159199789054	green
14	0.715303854629435	0.924174119659299	green
15	1.9754330375302	-1.45290525289137	green
16	-1.02249831421353	-0.7824542706352	green
17	0.220488644592925	0.449376691027011	red
18	1.00258100481533	0.244217856764607	green
19	-0.466817971953019	0.431743750466016	red
20	-0.979540567549844	0.0765041329256334	red
21	-0.611589117239327	-1.57521388538874	green
22	-2.53607433746076	2.09800275098042	green
23	0.14949044881203	-1.16422950827695	green
24	0.836054568821947	-0.173835898126741	red
25	-1.56284469076634	0.560001513801485	green
26	0.173620708398278	-0.515259712120201	red
27	1.27863210978338	0.0461245068541261	green
28	0.788469937209693	-2.10549733713118	green
29	1.59369102969374	-1.07467654928916	green
30	-0.0476333930941839	-1.58592404903705	green
31	-0.391071352790924	-0.443559760120361	red
32	-1.55966630365541	0.952829091612396	green
33	-1.72097909086698	1.87655821769870	green
34	0.688561381604303	2.02162938130366	green
35	0.228369843065199	-0.655220922690158	red
36	-0.589800495445251	-0.331215834975283	red
37	-0.797182566447078	0.378965077176669	red
38	-0.332349723073989	0.369892739527377	red
39	-0.902788173107802	1.13272302371014	green
40	0.443553986589456	-1.43945878794959	green
41	-0.546783799692307	-0.55493917497794	red
42	-2.11229108131372	1.1329340283517	green
43	0.698096720165206	-1.15961149431777	green
44	-1.0026591753874	0.385855125155008	green
45	-0.0103648317825590	-0.636359640514884	red
46	-0.412345150022825	0.980159323927552	green
47	0.111638063990864	0.460359187689679	red
48	0.104029338134539	-0.205799436730134	red
49	0.181437125356206	-0.701350510991903	red
50	-0.380652117611282	-0.175091520751908	red
51	2.05702098925644	0.7630428819285	green
52	0.255907051939969	-0.379104213577471	red
53	-0.278550833857036	1.60101823236374	green
54	1.00776606653944	-0.49435496581051	green
55	-0.0317909561483423	-1.04290587590362	green
56	1.51732969569739	0.711612351678891	green
57	0.79459724026747	-0.567342621743151	red
58	-0.861254058397947	0.17927825210629	red
59	-0.770671757041467	0.509693781615387	red
60	0.246252707514502	0.645912296363658	red
61	-0.655129309595424	1.04046824797026	green
62	-0.0976542813501176	0.0495357654403577	red
63	-1.19363028757048	0.400331040386492	green
64	1.94499495298547	0.233569477964373	green
65	-0.353862497167797	-0.183554095865640	red
66	1.04493497432639	0.0643070784145354	green
67	2.22612749293134	0.000738200223665253	green
68	-1.38083547116119	1.10633920575677	green
69	-0.318399232570488	0.220790211859304	red
70	-0.564475662718713	2.04107823208767	green
71	-0.236275276819229	1.17511812824915	green
72	-1.63048782522877	-0.970888099219813	green
73	0.681480527659416	0.223919752358432	red
74	0.469634685010239	-2.64368356791266	green
75	-1.27105984465813	0.220648401713628	green
76	-1.09180170950703	-1.36098454182665	green
77	-1.62832450895889	-0.471725905001645	green
78	-0.256453988021294	0.402317089710733	red
79	-0.348211133164197	1.07906554746968	green
80	0.241526412043965	-0.018242055435423	red
81	1.50084206985138	-2.53918494651011	green
82	0.523176207887045	0.795731910360773	red
83	-0.828223902613867	-0.59408760827035	green
84	0.581308442252426	0.832658983635812	green
85	-0.40414744369965	-0.373406699849427	red
86	-0.860475237932398	1.15647236985424	green
87	1.50473156250219	0.894033457761056	green
88	-0.569533158755934	-0.48190453140717	red
89	-0.616186555971509	-0.683096615034997	red
90	1.85542831321178	-1.50344577060499	green
91	0.136718336629251	0.212107631182798	red
92	-2.08448576143006	-1.06686058125205	green
93	-0.279640567078008	0.223445353126074	red
94	0.999621314118607	-0.295544972637013	green
95	0.0263630171468056	-0.130769393909229	red
96	0.553851110015532	0.0932979833827092	red
97	-0.0907043171458624	0.0835543656205345	red
98	-0.762586830561208	-0.407971792421816	red
99	1.74583653788667	-0.0507851567375464	green
100	-0.537645224681186	-1.73103242310259	green
